dataset,run_index,board,mcu,freq_mhz,timestamp_ms,alg,op,bytes_in,bytes_out,cycles,usec,energy_uJ,stack_hwm_words,heap_before,heap_after,toolchain,Oflag,lto,lib_commit,fw_git,tmp117_cC,sht31_cC,sht31_rh_dpermil,ppk2_start_ms,ppk2_end_ms,ppk2_duration_ms,ppk2_samples,ppk2_current_mean_uA,ppk2_current_p95_uA,ppk2_current_max_uA,ppk2_charge_uC,ppk2_energy_uJ
dataset1,87,NUCLEO-F446RE,STM32F446RE,84,155934,p256,sign,32,72,34614302,412075,43060.38666,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,151875.98,152269.83,393.84999999999997,39386,33130.82931,36209.211,37784.691,13048.60202,43060.38666
dataset1,87,NUCLEO-F446RE,STM32F446RE,84,156769,p256,verify,32,0,68930191,820597,45086.79716,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,504,152283.46,152697.29,413.83,41384,33015.15359,36261.539,38788.559,13662.6658,45086.79716
dataset1,88,NUCLEO-F446RE,STM32F446RE,84,157201,p256,keygen,0,64,33059035,393559,88707.96526,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,505,152710.76,153524.63,813.87,81388,33028.78615,36261.539,37731.984,26881.2016,88707.96526
dataset1,88,NUCLEO-F446RE,STM32F446RE,84,157627,p256,sign,32,72,34651026,412512,43071.50093,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,505,153562.43,153955.98,393.55,39356,33164.61571,36261.539,37890.137,13051.96998,43071.50093
dataset1,88,NUCLEO-F446RE,STM32F446RE,84,158450,p256,verify,32,0,67986804,809366,44672.63377,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,504,153969.6,154379.73,410.13,41014,33007.04201,36261.539,38682.664,13537.16175,44672.63377
dataset1,89,NUCLEO-F446RE,STM32F446RE,84,158882,p256,keygen,0,64,33059081,393560,88892.74895,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2203,504,154393.2,155209.46,816.26,81627,33000.67373,36261.539,38048.41,26937.19665,88892.74895
dataset1,89,NUCLEO-F446RE,STM32F446RE,84,159304,p256,sign,32,71,34262334,407884,43194.76791,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,504,155247.92,155643.16,395.23999999999995,39525,33117.33558,36261.539,37890.137,13089.32361,43194.76791
dataset1,89,NUCLEO-F446RE,STM32F446RE,84,160133,p256,verify,32,0,68519486,815708,44741.5386,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,505,155656.79,156067.24,410.45,41046,33032.13004,36313.879,38947.492,13558.042,44741.5386
dataset1,90,NUCLEO-F446RE,STM32F446RE,84,160567,p256,keygen,0,64,33178923,394987,89073.63391,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2207,504,156080.72,156897.74,817.02,81703,33037.07853,36261.539,37942.883,26992.01027,89073.63391
dataset1,90,NUCLEO-F446RE,STM32F446RE,84,160987,p256,sign,32,72,34206228,407217,43188.79261,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,156935.85,157330.98,395.13,39514,33121.96412,36261.539,38523.926,13087.51291,43188.79261
dataset1,90,NUCLEO-F446RE,STM32F446RE,84,161815,p256,verify,32,0,68381174,814061,44949.97201,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2203,504,157344.61,157756.86,412.25,41226,33041.1504,36261.539,38418.164,13621.20364,44949.97201
dataset1,91,NUCLEO-F446RE,STM32F446RE,84,162249,p256,keygen,0,64,33178980,394987,89365.90194,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2201,504,157771.02,158592.06,821.04,82105,32983.18923,36209.211,37837.406,27080.57634,89365.90194
dataset1,91,NUCLEO-F446RE,STM32F446RE,84,162672,p256,sign,32,72,34461873,410260,43070.64842,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,504,158630.68,159024.55,393.87,39388,33137.00517,36261.539,37837.406,13051.71164,43070.64842
dataset1,91,NUCLEO-F446RE,STM32F446RE,84,163495,p256,verify,32,0,67883027,808131,44959.0911,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,159038.19,159450.94,412.75,41276,33007.80927,36261.539,39053.516,13623.967,44959.0911
dataset1,92,NUCLEO-F446RE,STM32F446RE,84,163927,p256,keygen,0,64,33059105,393560,88197.80964,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,159464.42,160274.5,810.08,81009,32992.48278,36209.211,38101.191,26726.60898,88197.80964
dataset1,92,NUCLEO-F446RE,STM32F446RE,84,164356,p256,sign,32,72,34871184,415133,43070.70637,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,160313.01,160706.79,393.78000000000003,39379,33144.6439,36261.539,37784.691,13051.7292,43070.70637
dataset1,92,NUCLEO-F446RE,STM32F446RE,84,165186,p256,verify,32,0,68613434,816826,44460.53909,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,160720.41,161128.47,408.06,40807,33016.99121,36261.539,38418.164,13472.89063,44460.53909
dataset1,93,NUCLEO-F446RE,STM32F446RE,84,165618,p256,keygen,0,64,33059081,393560,88961.41969,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,504,161141.94,161958.26,816.32,81633,33023.79275,36261.539,37890.137,26958.00597,88961.41969
dataset1,93,NUCLEO-F446RE,STM32F446RE,84,166045,p256,sign,32,70,34701732,413115,43204.92953,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,504,161997.08,162392.38,395.3,39531,33120.10181,36261.539,37731.984,13092.40289,43204.92953
dataset1,93,NUCLEO-F446RE,STM32F446RE,84,166869,p256,verify,32,0,68072973,810392,44415.00677,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,162406.01,162813.45,407.44,40745,33033.28984,36261.539,38523.926,13459.09296,44415.00677
dataset1,94,NUCLEO-F446RE,STM32F446RE,84,167302,p256,keygen,0,64,33178986,394987,88748.41846,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,162826.93,163641.41,814.48,81449,33019.14627,36261.539,38048.41,26893.46014,88748.41846
dataset1,94,NUCLEO-F446RE,STM32F446RE,84,167727,p256,sign,32,70,34572003,411571,43218.39736,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2207,504,163680.09,164075.28,395.19,39520,33139.60598,36261.539,37784.691,13096.48405,43218.39736
dataset1,94,NUCLEO-F446RE,STM32F446RE,84,168550,p256,verify,32,0,68008479,809624,44760.51414,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,503,164088.9,164499.48,410.58,41059,33035.74159,36261.539,38629.738,13563.79216,44760.51414
dataset1,95,NUCLEO-F446RE,STM32F446RE,84,168984,p256,keygen,0,64,33178986,394987,88084.22946,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,504,164513.58,165322.06,808.48,80849,33015.20626,36209.211,37784.691,26692.19074,88084.22946
dataset1,95,NUCLEO-F446RE,STM32F446RE,84,169411,p256,sign,32,71,34793022,414202,43087.24233,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,504,165360.98,165754.59,393.61,39362,33171.66493,36261.539,37890.137,13056.7401,43087.24233
dataset1,95,NUCLEO-F446RE,STM32F446RE,84,170240,p256,verify,32,0,68449982,814880,45266.0516,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,504,165768.22,166183.44,415.21999999999997,41523,33035.45442,36313.879,38735.605,13716.98533,45266.0516
dataset1,96,NUCLEO-F446RE,STM32F446RE,84,170672,p256,keygen,0,64,33059081,393560,88989.76361,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,166196.91,167013.76,816.8499999999999,81686,33012.83259,36261.539,38365.305,26966.59503,88989.76361
dataset1,96,NUCLEO-F446RE,STM32F446RE,84,171092,p256,sign,32,70,34168630,406769,43074.65709,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,167052.19,167445.84,393.65,39366,33158.6087,36261.539,37784.691,13052.92639,43074.65709
dataset1,96,NUCLEO-F446RE,STM32F446RE,84,171922,p256,verify,32,0,68540851,815962,45058.96513,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,167459.47,167872.6,413.13,41314,33050.7376,36313.879,38841.523,13654.23186,45058.96513
dataset1,97,NUCLEO-F446RE,STM32F446RE,84,172354,p256,keygen,0,64,33059126,393561,88409.00167,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,167886.07,168696.79,810.72,81073,33045.37878,36261.539,37890.137,26790.60657,88409.00167
dataset1,97,NUCLEO-F446RE,STM32F446RE,84,172782,p256,sign,32,71,34767055,413893,43217.17743,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,168734.66,169129.73,395.07,39508,33148.74935,36261.539,37890.137,13096.11437,43217.17743
dataset1,97,NUCLEO-F446RE,STM32F446RE,84,173608,p256,verify,32,0,68282752,812889,44915.76454,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,169143.35,169554.97,411.62,41163,33066.50479,36313.879,39000.496,13610.83774,44915.76454
dataset1,98,NUCLEO-F446RE,STM32F446RE,84,174041,p256,keygen,0,64,33124269,394336,88331.84744,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,169568.44,170378.43,809.99,81000,33046.33811,36261.539,37890.137,26767.2265,88331.84744
dataset1,98,NUCLEO-F446RE,STM32F446RE,84,174467,p256,sign,32,72,34584949,411725,43202.14521,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,170417.2,170812.37,395.17,39518,33128.87667,36261.539,37890.137,13091.55915,43202.14521
dataset1,98,NUCLEO-F446RE,STM32F446RE,84,175297,p256,verify,32,0,68577108,816394,45178.97297,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,170826.0,171240.42,414.42,41443,33035.54493,36313.879,38947.492,13690.59787,45178.97297
dataset1,99,NUCLEO-F446RE,STM32F446RE,84,175730,p256,keygen,0,64,33178986,394987,88862.05526,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,171253.9,172069.26,815.36,81537,33025.737,36219.6766,37837.406,26927.89553,88862.05526
dataset1,99,NUCLEO-F446RE,STM32F446RE,84,176156,p256,sign,32,70,34715882,413284,43069.98466,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,505,172108.16,172502.07,393.90999999999997,39392,33133.14563,36261.539,37837.406,13051.5105,43069.98466
dataset1,99,NUCLEO-F446RE,STM32F446RE,84,176987,p256,verify,32,0,68600567,816673,44352.36838,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,172515.71,172922.87,407.16,40717,33009.42219,36313.879,39053.516,13440.11163,44352.36838
dataset1,100,NUCLEO-F446RE,STM32F446RE,84,177419,p256,keygen,0,64,33059081,393560,88963.08769,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,505,172936.36,173752.89,816.53,81654,33015.92726,36209.211,37890.137,26958.51142,88963.08769
dataset1,100,NUCLEO-F446RE,STM32F446RE,84,177842,p256,sign,32,72,34344701,408865,43047.23468,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,173791.55,174185.32,393.77,39378,33127.42777,36209.211,38101.191,13044.61657,43047.23468
dataset1,100,NUCLEO-F446RE,STM32F446RE,84,178665,p256,verify,32,0,68076190,810430,45128.73451,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,174198.96,174613.2,414.24,41425,33013.21097,36261.539,38206.797,13675.37409,45128.73451
dataset1,101,NUCLEO-F446RE,STM32F446RE,84,179097,p256,keygen,0,64,33059105,393560,88617.80156,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,174626.68,175440.22,813.5400000000001,81355,33008.64174,36209.211,37995.641,26853.87926,88617.80156
dataset1,101,NUCLEO-F446RE,STM32F446RE,84,179520,p256,sign,32,72,34366201,409121,43137.05194,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,175478.86,175873.54,394.67999999999995,39469,33120.01656,36209.211,37890.137,13071.83392,43137.05194
dataset1,101,NUCLEO-F446RE,STM32F446RE,84,180353,p256,verify,32,0,68883528,820042,44892.32669,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,175887.69,176299.73,412.04,41205,33015.60931,36261.539,38576.824,13603.73536,44892.32669
dataset1,102,NUCLEO-F446RE,STM32F446RE,84,180786,p256,keygen,0,64,33124332,394337,88903.35566,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,505,176313.2,177130.21,817.01,81702,32974.32012,36209.211,37890.137,26940.41081,88903.35566
dataset1,102,NUCLEO-F446RE,STM32F446RE,84,181212,p256,sign,32,71,34594516,411839,43213.86993,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,177168.19,177563.37,395.17999999999995,39519,33136.98513,36261.539,37837.406,13095.1121,43213.86993
dataset1,102,NUCLEO-F446RE,STM32F446RE,84,182040,p256,verify,32,0,68431244,814657,45076.08215,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,177577.0,177990.51,413.51,41352,33032.84703,36313.879,39053.516,13659.41883,45076.08215
dataset1,103,NUCLEO-F446RE,STM32F446RE,84,182474,p256,keygen,0,64,33178980,394987,89081.04837,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,178003.99,178821.21,817.2199999999999,81723,33031.74532,36261.539,37942.883,26994.25708,89081.04837
dataset1,103,NUCLEO-F446RE,STM32F446RE,84,182896,p256,sign,32,70,34308476,408434,43082.93076,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,178860.24,179254.12,393.88,39389,33145.64581,36261.539,37731.984,13055.43357,43082.93076
dataset1,103,NUCLEO-F446RE,STM32F446RE,84,183719,p256,verify,32,0,68067855,810331,44585.76056,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,179267.75,179677.01,409.26,40927,33012.85542,36261.539,38576.824,13510.83653,44585.76056
dataset1,104,NUCLEO-F446RE,STM32F446RE,84,184152,p256,keygen,0,64,33113564,394209,88310.69108,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,179690.5,180501.7,811.2,81121,32989.13069,36209.211,37837.406,26760.81548,88310.69108
dataset1,104,NUCLEO-F446RE,STM32F446RE,84,184581,p256,sign,32,72,34883024,415274,43052.82858,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,180539.82,180933.59,393.77,39378,33131.76539,36209.211,37837.406,13046.31169,43052.82858
dataset1,104,NUCLEO-F446RE,STM32F446RE,84,185406,p256,verify,32,0,68188160,811763,44609.93429,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,503,180947.22,181356.69,409.47,40948,33013.8511,36261.539,39053.516,13518.16191,44609.93429
dataset1,105,NUCLEO-F446RE,STM32F446RE,84,185838,p256,keygen,0,64,33059105,393560,89450.86376,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,503,181370.16,182190.82,820.66,82067,33029.84273,36209.211,37995.641,27106.32235,89450.86376
dataset1,105,NUCLEO-F446RE,STM32F446RE,84,186265,p256,sign,32,70,34696058,413048,43130.07079,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,503,182229.06,182623.73,394.67,39468,33115.48514,36209.211,37679.293,13069.71842,43130.07079
dataset1,105,NUCLEO-F446RE,STM32F446RE,84,187097,p256,verify,32,0,68779071,818798,44924.09973,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2196,2204,503,182637.86,183050.05,412.19,41220,33026.93912,36261.539,38576.824,13613.36356,44924.09973
dataset1,106,NUCLEO-F446RE,STM32F446RE,84,187530,p256,keygen,0,64,33124358,394337,88845.6778,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,503,183063.53,183878.8,815.2700000000001,81528,33023.26974,36261.539,38259.621,26922.93267,88845.6778
dataset1,106,NUCLEO-F446RE,STM32F446RE,84,187953,p256,sign,32,72,34363365,409087,43200.74698,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,503,183917.45,184312.72,395.27,39528,33119.36592,36209.211,37890.137,13091.13545,43200.74698
dataset1,106,NUCLEO-F446RE,STM32F446RE,84,188786,p256,verify,32,0,68909726,820353,44533.91769,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,504,184326.35,184735.01,408.66,40867,33022.885,36313.879,38682.664,13495.12657,44533.91769
dataset1,107,NUCLEO-F446RE,STM32F446RE,84,189220,p256,keygen,0,64,33178986,394987,88413.82686,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,503,184748.48,185559.29,810.8100000000001,81082,33043.5151,36261.539,38101.191,26792.06875,88413.82686
dataset1,107,NUCLEO-F446RE,STM32F446RE,84,189643,p256,sign,32,72,34434345,409932,43120.92259,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,185597.51,185992.02,394.51000000000005,39452,33121.87986,36209.211,38048.41,13066.94624,43120.92259
dataset1,107,NUCLEO-F446RE,STM32F446RE,84,190475,p256,verify,32,0,68759017,818559,45261.94211,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,503,186005.65,186421.26,415.60999999999996,41562,33001.52929,36261.539,38523.926,13715.74003,45261.94211
dataset1,108,NUCLEO-F446RE,STM32F446RE,84,190908,p256,keygen,0,64,33113564,394209,88503.74408,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,186434.74,187247.22,812.48,81249,33009.13862,36209.211,38365.305,26819.31639,88503.74408
dataset1,108,NUCLEO-F446RE,STM32F446RE,84,191335,p256,sign,32,71,34721798,413354,43085.23464,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,503,187285.95,187679.94,393.99,39400,33138.14606,36261.539,37784.691,13056.13171,43085.23464
dataset1,108,NUCLEO-F446RE,STM32F446RE,84,192161,p256,verify,32,0,68255085,812560,45034.69474,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,503,187693.57,188106.92,413.35,41336,33015.32653,36313.879,39000.496,13646.87719,45034.69474
dataset1,109,NUCLEO-F446RE,STM32F446RE,84,192593,p256,keygen,0,64,33059081,393560,89163.77347,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,188120.4,188939.66,819.26,81927,32980.10589,36209.211,37890.137,27019.32529,89163.77347
dataset1,109,NUCLEO-F446RE,STM32F446RE,84,193017,p256,sign,32,71,34475857,410426,43132.1063,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,188978.22,189372.67,394.45000000000005,39446,33135.5125,36261.539,38048.41,13070.33524,43132.1063
dataset1,109,NUCLEO-F446RE,STM32F446RE,84,193845,p256,verify,32,0,68438948,814749,44596.8942,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,189386.29,189795.39,409.1,40911,33033.99204,36313.879,38841.523,13514.21036,44596.8942
dataset1,110,NUCLEO-F446RE,STM32F446RE,84,194278,p256,keygen,0,64,33124377,394337,89378.48057,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,189808.87,190629.68,820.8100000000001,82082,32997.07564,36209.211,37890.137,27084.38805,89378.48057
dataset1,110,NUCLEO-F446RE,STM32F446RE,84,194705,p256,sign,32,72,34737740,413544,43180.25503,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,190667.86,191062.93,395.07,39508,33120.42027,36209.211,37837.406,13084.92577,43180.25503
dataset1,110,NUCLEO-F446RE,STM32F446RE,84,195531,p256,verify,32,0,68254406,812552,44686.7383,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,191076.56,191486.64,410.08,41009,33021.43178,36261.539,38153.988,13541.43585,44686.7383
dataset1,111,NUCLEO-F446RE,STM32F446RE,84,195965,p256,keygen,0,64,33178980,394987,89184.41407,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2201,504,191500.11,192319.08,818.97,81898,32999.40273,36209.211,38523.926,27025.58002,89184.41407
dataset1,111,NUCLEO-F446RE,STM32F446RE,84,196387,p256,sign,32,70,34379593,409280,43144.77389,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,192357.56,192751.86,394.3,39431,33157.87187,36261.539,37731.984,13074.17391,43144.77389
dataset1,111,NUCLEO-F446RE,STM32F446RE,84,197215,p256,verify,32,0,68415751,814473,45111.6453,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,192765.49,193179.11,413.62,41363,33050.10768,36313.879,39000.496,13670.19555,45111.6453
dataset1,112,NUCLEO-F446RE,STM32F446RE,84,197648,p256,keygen,0,64,33113564,394209,88615.61826,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2203,504,193192.59,194005.59,813.0,81301,33029.72313,36261.539,37837.406,26853.21765,88615.61826
dataset1,112,NUCLEO-F446RE,STM32F446RE,84,198076,p256,sign,32,71,34851535,414899,43045.15953,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,194044.42,194437.98,393.56,39357,33143.48816,36209.211,37731.984,13043.98774,43045.15953
dataset1,112,NUCLEO-F446RE,STM32F446RE,84,198911,p256,verify,32,0,69000501,821434,44763.41156,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,194451.59,194862.0,410.41,41042,33051.52539,36313.879,38894.5,13564.67017,44763.41156
dataset1,113,NUCLEO-F446RE,STM32F446RE,84,199343,p256,keygen,0,64,33059081,393560,88878.15504,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,505,194875.46,195690.29,814.83,81484,33053.20176,36261.539,37995.641,26932.77425,88878.15504
dataset1,113,NUCLEO-F446RE,STM32F446RE,84,199768,p256,sign,32,72,34547679,411281,43153.69337,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,195728.52,196122.88,394.36,39437,33159.64007,36261.539,38523.926,13076.87678,43153.69337
dataset1,113,NUCLEO-F446RE,STM32F446RE,84,200597,p256,verify,32,0,68529751,815830,45125.27361,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2196,2204,504,196136.51,196550.26,413.75,41376,33049.70401,36261.539,38048.41,13674.32534,45125.27361
dataset1,114,NUCLEO-F446RE,STM32F446RE,84,201030,p256,keygen,0,64,33124358,394337,88634.66964,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2196,2203,504,196563.74,197376.57,812.83,81284,33043.72682,36261.539,37942.883,26858.9908,88634.66964
dataset1,114,NUCLEO-F446RE,STM32F446RE,84,201455,p256,sign,32,72,34569697,411544,43191.11731,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,504,197415.07,197810.09,395.02,39503,33132.96198,36261.539,37890.137,13088.21737,43191.11731
dataset1,114,NUCLEO-F446RE,STM32F446RE,84,202286,p256,verify,32,0,68652318,817289,44620.34845,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,197823.72,198233.1,409.38,40939,33028.75269,36261.539,38418.164,13521.31771,44620.34845
dataset1,115,NUCLEO-F446RE,STM32F446RE,84,202720,p256,keygen,0,64,33178986,394987,88881.90328,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,504,198246.58,199061.3,814.72,81473,33059.0533,36261.539,37890.137,26933.91008,88881.90328
dataset1,115,NUCLEO-F446RE,STM32F446RE,84,203144,p256,sign,32,72,34549454,411303,43131.07363,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,505,199099.51,199493.86,394.34999999999997,39436,33143.13072,36209.211,37784.691,13070.02231,43131.07363
dataset1,115,NUCLEO-F446RE,STM32F446RE,84,203972,p256,verify,32,0,68361441,813826,45235.98024,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2207,505,199507.49,199922.68,415.19,41520,33015.91805,36313.879,38523.926,13707.8728,45235.98024
dataset1,116,NUCLEO-F446RE,STM32F446RE,84,204405,p256,keygen,0,64,33113564,394209,89487.27075,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,505,199936.15,200757.77,821.62,82163,33004.68965,36209.211,37837.406,27117.35477,89487.27075
dataset1,116,NUCLEO-F446RE,STM32F446RE,84,204828,p256,sign,32,72,34390411,409409,43098.09137,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,505,200796.18,201189.82,393.64,39365,33177.54225,36261.539,37784.691,13060.02769,43098.09137
dataset1,116,NUCLEO-F446RE,STM32F446RE,84,205659,p256,verify,32,0,68700462,817862,44876.69575,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,505,201203.44,201614.78,411.34,41135,33060.25802,36313.879,38735.605,13598.99871,44876.69575
dataset1,117,NUCLEO-F446RE,STM32F446RE,84,206091,p256,keygen,0,64,33059081,393560,88826.79925,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,505,201628.25,202444.33,816.08,81609,32983.48473,36209.211,37837.406,26917.21189,88826.79925
dataset1,117,NUCLEO-F446RE,STM32F446RE,84,206517,p256,sign,32,71,34637612,412352,43156.80122,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2204,505,202482.61,202877.15,394.54,39455,33146.90685,36261.539,37942.883,13077.81855,43156.80122
dataset1,117,NUCLEO-F446RE,STM32F446RE,84,207350,p256,verify,32,0,68868007,819857,44918.81465,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,505,202890.77,203302.6,411.83,41184,33051.95226,36313.879,38206.797,13611.76201,44918.81465
dataset1,118,NUCLEO-F446RE,STM32F446RE,84,207783,p256,keygen,0,64,33124370,394337,89127.19839,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,505,203316.07,204133.74,817.67,81768,33030.65752,36261.539,38048.41,27008.24194,89127.19839
dataset1,118,NUCLEO-F446RE,STM32F446RE,84,208204,p256,sign,32,71,34173357,406825,43209.09535,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2203,505,204172.53,204567.65,395.12,39513,33138.33338,36261.539,37890.137,13093.66526,43209.09535
dataset1,118,NUCLEO-F446RE,STM32F446RE,84,209032,p256,verify,32,0,68426688,814603,44870.5946,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2205,505,204581.29,204992.81,411.52,41153,33041.33103,36313.879,39053.516,13597.14988,44870.5946
dataset1,119,NUCLEO-F446RE,STM32F446RE,84,209466,p256,keygen,0,64,33178877,394986,88703.34016,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2207,505,205006.29,205820.31,814.02,81403,33021.02397,36209.211,38576.824,26879.80005,88703.34016
dataset1,119,NUCLEO-F446RE,STM32F446RE,84,209890,p256,sign,32,72,34487372,410563,43137.45145,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2197,2205,505,205859.13,206253.38,394.25,39426,33156.41527,36261.539,37995.641,13071.95499,43137.45145
dataset1,119,NUCLEO-F446RE,STM32F446RE,84,210721,p256,verify,32,0,68735083,818274,44642.21225,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2204,505,206267.0,206676.46,409.46,40947,33038.47864,36313.879,38947.492,13527.94311,44642.21225
dataset1,120,NUCLEO-F446RE,STM32F446RE,84,211154,p256,keygen,0,64,33113564,394209,89059.83517,3526,45200,45200,gcc-arm-none-eabi,O2,off,,,2198,2207,505,206689.94,207508.07,818.13,81814,32987.18204,36209.211,38312.453,26987.82884,89059.83517
